Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Fall,2016,VOLKER HARTKOPF,ARC,48738,SP TPCS: ECOLG FTPRN,A,Lect,5,6,83%,5.6,4.8,4,4.2,4.6,4.2,4.2,5,4.6,4
Spring,2016,RAMESH KRISHNAMURTI,ARC,48747,SHAPE GRM,W,Lect,5,5,100%,14.4,4.6,4.2,4.2,4.4,4.4,4,4.6,4.2,4
Fall,2016,RICARDO WASHINGTON,ARC,48748,EMG MED UD,A,Lect,5,6,83%,11.8,5,4.6,4.4,5,4.6,4.8,5,4.6,4.2
Fall,2016,DIANE SHAW,ARC,48750,HIST URB DES,A,Lect,7,7,100%,6.5,4.29,4.57,4.43,4.43,4.14,4.33,4.71,4.71,4.57
Spring,2016,NINA BAIRD,ARC,48752,ZERO ENERGY HOUSING,A,Lect,11,12,92%,10.18,5,4.82,4.82,5,5,5,5,4.91,5
Fall,2016,GRETCHEN CRAIG,ARC,48753,INTRO UD MED,A1,Lect,5,7,71%,6.2,4.2,4.2,4,4.6,4.4,4.2,4.6,4.2,4.6
Fall,2016,MICHAEL JEFFERS,ARC,48755,INTO ARC ROB,A,Lect,4,4,100%,8,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Spring,2016,DARAGH BYRNE,ARC,48758,RES MOB ENV EM2,A,Lect,2,2,100%,12.5,5,4,4,4.5,4,4,5,4.5,3
Fall,2016,OMER AKIN,ARC,48760,VAL BSD DSG EMB COMG,A1,Lect,9,12,75%,5.38,4.44,3.56,3.44,3.67,4.11,3.78,4.67,3.89,3.56
Fall,2016,WILLIAM BATES,ARC,48767,AEC SYNTHESIS:THEORY,A,Lect,6,7,86%,5.5,5,4.67,4.67,4.83,4.83,5,5,4.67,4.5
Fall,2016,"LOFTNESS, V. (co-taught)",ARC,48769,THESIS/PROJECT,A,Lect,7,8,88%,14.25,4.5,4.25,4.5,4.75,4.5,4.75,4.75,4.75,4.5
Fall,2016,"LEE, S. (co-taught)",ARC,48769,THESIS/PROJECT,A,Lect,7,8,88%,10,4,3.67,4,4.33,4.33,4.33,4.33,4.33,4
Fall,2016,"AKIN, O. (co-taught)",ARC,48769,THESIS/PROJECT,A,Lect,7,8,88%,10,4,4.33,4,4.33,4.33,4.33,4.33,4.33,4
Fall,2016,"HARTKOPF, V. (co-taught)",ARC,48769,THESIS/PROJECT,A,Lect,7,8,88%,10,4.33,4.67,4.33,4.67,4.67,4.67,4.67,4.67,4.33
Fall,2016,"KRISHNAMURTI, R. (co-taught)",ARC,48769,THESIS/PROJECT,A,Lect,7,8,88%,8,4,4.33,4,4.33,4.33,4.33,4.33,4.33,4
Fall,2016,"KARAGUZEL, O. (co-taught)",ARC,48769,THESIS/PROJECT,A,Lect,7,8,88%,10,4.33,4.67,4.33,4.67,4.67,4.67,4.67,4.67,4.33
Fall,2016,"COCHRAN, E. (co-taught)",ARC,48769,THESIS/PROJECT,A,Lect,7,8,88%,15.43,4.43,4.43,4.43,4.57,4.43,4.43,4.57,4.57,4.29
Fall,2016,"ABDUL-AZIZ, A. (co-taught)",ARC,48769,THESIS/PROJECT,A,Lect,7,8,88%,15.43,4.43,4.57,4.29,4.43,4.57,4.43,4.57,4.57,4.29
Fall,2016,"CARTER, D. (co-taught)",ARC,48769,THESIS/PROJECT,A,Lect,7,8,88%,8,4,4.5,4,4.5,4.5,4.5,4.5,4.5,4
Fall,2016,JEREMY FICCA,ARC,48771,FAB CUST,A,Lect,1,3,33%,8,5,5,5,4,4,5,5,5,5
Fall,2016,JEREMY FICCA,ARC,48772,MAAD ASOS I,A,Lect,3,3,100%,27,5,5,5,5,5,5,5,5,5
Fall,2016,"FICCA, J. (co-taught)",ARC,48774,MAAD SEM I,A,Lect,3,3,100%,9,5,5,5,5,5,5,5,5,5
Fall,2016,"GUTSCHOW, K. (co-taught)",ARC,48774,MAAD SEM I,A,Lect,3,3,100%,9,5,5,5,4.67,5,5,5,5,5
Spring,2016,KRISTEN KURLAND,ARC,48781,SPTL ANLY INFRTC PLN,A,Lect,11,11,100%,11,4.45,4.64,4.64,4.55,4.55,4.73,4.73,4.55,4.45
Fall,2016,RAMESH KRISHNAMURTI,ARC,48789,SHAPE + COMPUTATION,A,Lect,2,3,67%,5,3,2.5,3.5,4,4,3.5,4,4,3.5
Spring,2016,ERICA COCHRAN,ARC,48792,PHD INDEP STUDY,E,Lect,1,3,33%,11,5,5,5,5,5,5,5,5,5
Spring,2016,KHEE POH LAM,ARC,48792,PHD INDEP STUDY,K,Lect,3,4,75%,27,5,5,5,5,5,5,5,5,5
Spring,2016,OMER AKIN,ARC,48792,PHD INDEP STUDY,O,Lect,1,3,33%,5,5,5,5,5,5,5,5,5,5
Spring,2016,RAMESH KRISHNAMURTI,ARC,48792,PHD INDEP STUDY,R,Lect,1,3,33%,11,5,5,5,4,5,5,5,5,5
Spring,2016,VIVIAN LOFTNESS,ARC,48792,PHD INDEP STUDY,V,Lect,1,3,33%,,5,4,5,5,5,4,5,5,5
Fall,2016,NINA BAIRD,ARC,48795,LEED BLDGS GREEN DES,A1,Lect,5,6,83%,10.4,5,4.4,4.8,5,4.8,4.8,5,4.8,4.8
Fall,2016,NINA BAIRD,ARC,48795,LEED BLDGS GREEN DES,A2,Lect,8,12,67%,9.13,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88
Spring,2016,OMER AKIN,ARC,48806,PRINC OF RSRCH II,A,Lect,2,2,100%,8,4.5,5,5,5,5,5,5,5,5
Spring,2016,KHEE POH LAM,ARC,48807,PRINCIPLES OF PRACT.,A,Lect,2,2,100%,8,5,4.5,4.5,5,5,5,5,5,5
Spring,2016,AZIZAN ABDUL-AZIZ,ARC,48808,DIRECTED STUDY II,A,Lect,2,2,100%,9.5,5,5,5,5,5,5,5,5,5
Spring,2016,ERICA COCHRAN,ARC,48809,INTL EXCHANGE II,A,Lect,2,2,100%,5,4.5,2.5,3,3.5,3,3,5,3.5,3.5
Spring,2016,fmarion,ARC,48810,COMPARATIVE ANALYSIS,A,Lect,2,2,100%,11,5,5,5,5,4.5,4.5,5,5,5
Fall,2016,DAWN WELESKI,ART,60101,CONCEPT: SELF/HUMAN,A,Lect,11,17,65%,12.45,3.64,2.91,3,3.55,3.36,3.27,3.73,3.09,3
Fall,2016,KIMBERLY BECK,ART,60101,CONCEPT: SELF/HUMAN,B,Lect,8,15,53%,9.88,4.13,3.63,3.75,4,3.63,3.75,4.5,3.88,4.13
Fall,2016,CELESTE NEUHAUS,ART,60101,CONCEPT: SELF/HUMAN,C,Lect,12,13,92%,11.25,4.25,3.83,3.92,3.92,4.42,4.17,3.5,4.08,4.17
Fall,2016,JOHN PENA,ART,60101,CONCEPT: SELF/HUMAN,D,Lect,10,13,77%,10.4,5,4.4,4.4,4.5,4.6,4,4.7,4.5,4.1
Fall,2016,ELAINE KING,ART,60104,CONTEMP ISSUES FORUM,A,Lect,26,40,65%,4.65,3.77,3.73,3.58,3.35,3.81,3.65,4.08,3.4,2.96
Spring,2016,MARIA ELENA VERSARI,ART,60109,ADV IN ARTS TIME,A,Lect,9,21,43%,5,4.44,3.78,4.11,4.11,4.56,4.56,4.67,3.78,3.22
Spring,2016,ALEXANDER YOUNG,ART,60110,EMS MOVING IMAGE,A,Lect,6,8,75%,10,4.17,4,4.17,4.67,4.33,4.33,4.83,4.17,4.17
Spring,2016,ALISHA WORMSLEY,ART,60110,EMS MOVING IMAGE,B,Lect,8,15,53%,8,4,4,4.25,4.13,4.13,4.13,4.5,4.13,4.13
Spring,2016,ANGELA WASHKO,ART,60110,EMS MOVING IMAGE,C,Lect,7,13,54%,13.71,4.57,4.57,4.29,4.71,4.29,4.57,4.14,4.43,4.57
Spring,2016,SCOTT ANDREW,ART,60110,EMS MOVING IMAGE,D,Lect,12,17,71%,11.75,4.92,4.92,4.83,4.92,4.58,4.92,4.92,4.83,4.83
Spring,2016,SPENCER DIAZ,ART,60125,INTRO TO 3D ANIMATN,A3,Lect,9,22,41%,11.78,4.67,4.67,4.67,4.89,4.89,4.56,4.78,4.67,4.78
Spring,2016,SPENCER DIAZ,ART,60126,INTRO TO MOTION CAP,A4,Lect,6,9,67%,9.5,4.83,4.83,4.83,4.83,4.67,4.67,4.83,4.67,4.67
Fall,2016,ELI KESSLER,ART,60130,3-D MEDIA STUDIO I,A1,Lect,8,13,62%,11,4.63,4.75,4.63,4.5,4.88,4.88,5,4.57,4.83
Fall,2016,ELI KESSLER,ART,60130,3-D MEDIA STUDIO I,A2,Lect,9,12,75%,13.78,4.22,4.44,4.22,4.11,3.89,4.33,4,4.22,4.22
Fall,2016,JOSEPH MANNINO,ART,60130,3-D MEDIA STUDIO I,B1,Lect,3,14,21%,12,4.67,4.33,4.33,4.67,4.67,4.67,4.67,4.67,4.67
Fall,2016,JOSEPH MANNINO,ART,60130,3-D MEDIA STUDIO I,B2,Lect,5,11,45%,8.6,4.8,4.8,4.4,4.6,4.4,4.4,4.8,4.8,4.6
Fall,2016,CAROL KUMATA,ART,60130,3-D MEDIA STUDIO I,C1,Lect,6,12,50%,11,4.67,4.83,4.67,4.33,4.67,4.67,4.83,4.83,4.5
Fall,2016,CAROL KUMATA,ART,60130,3-D MEDIA STUDIO I,C2,Lect,7,12,58%,12,3.71,4.14,4.14,4.43,3.57,4.14,4,4.14,4.29
Fall,2016,ZHIWAN CHEUNG,ART,60130,3-D MEDIA STUDIO I,D1,Lect,14,14,100%,11.07,4,3.21,3.71,4.29,4,3.93,4.64,3.71,3.93
Fall,2016,ZHIWAN CHEUNG,ART,60130,3-D MEDIA STUDIO I,D2,Lect,15,16,94%,9.47,3.8,3.8,4.07,4.07,3.93,3.87,4.07,3.73,3.67
Spring,2016,JOSEPH MANNINO,ART,60131,3D MEDIA STUDIO II,A3,Lect,6,11,55%,12.17,4.83,4.67,4.83,4.33,4.67,4.67,4.8,4.8,4.4
Spring,2016,JOSEPH MANNINO,ART,60131,3D MEDIA STUDIO II,A4,Lect,4,7,57%,10.25,4.75,4.75,4.75,4.75,5,5,4.5,4.5,4.5
Spring,2016,CAROL KUMATA,ART,60131,3D MEDIA STUDIO II,B3,Lect,5,9,56%,11.6,3.8,3.6,3.8,4.4,3.8,3.4,4.6,3.8,3.8
Spring,2016,CAROL KUMATA,ART,60131,3D MEDIA STUDIO II,B4,Lect,2,12,17%,9.5,4.5,4.5,4.5,4.5,4.5,4.5,5,5,5
Spring,2016,ROBERT BINGHAM,ART,60131,3D MEDIA STUDIO II,C3,Lect,1,12,8%,8,5,5,5,5,5,5,5,5,5
Spring,2016,ROBERT BINGHAM,ART,60131,3D MEDIA STUDIO II,C4,Lect,10,13,77%,10.1,5,4.5,4.5,4.7,4.4,4.3,4.8,4.7,4.8
Spring,2016,DAKOTAH KONICEK,ART,60131,3D MEDIA STUDIO II,D3,Lect,3,5,60%,11,4.67,4.33,4.67,5,4.67,5,5,4.67,4.33
Spring,2016,DAKOTAH KONICEK,ART,60131,3D MEDIA STUDIO II,D4,Lect,3,5,60%,9.5,5,4,4.33,4.67,4.33,5,5,4.67,4.67
Spring,2016,JAMIE GRUZSKA,ART,60141,B & W PHOTOGRAPHY I,A,Lect,1,4,25%,11,5,4,5,5,4,4,5,5,5
Fall,2016,MARTIN PREKOP,ART,60141,B & W PHOTOGRAPHY I,A,Lect,3,5,60%,13.33,4,4.33,4.33,5,5,4.67,4.67,4.67,4.67
Fall,2016,ELIZABETH GRIFFIN,ART,60141,B & W PHOTOGRAPHY I,B,Lect,5,5,100%,9.8,5,5,5,5,5,5,4.6,5,4.8
Fall,2016,AARON BLUM,ART,60141,B & W PHOTOGRAPHY I,C,Lect,1,2,50%,11,4,5,4,4,4,4,5,4,4
Fall,2016,DYLAN VITONE,ART,60142,DIGITAL PHOTOGRPHY I,A,Lect,4,5,80%,9.5,4.5,4.25,4.5,4.75,4.75,4.75,4.5,4.5,4.5
Fall,2016,ECHO EGGEBRECHT,ART,60150,2D MDA STD: DRAWING,A,Lect,8,14,57%,7.63,4.13,2.75,2.63,4.13,4.25,3.5,4.38,3.63,3.88
Fall,2016,DEVAN SHIMOYAMA,ART,60150,2D MDA STD: DRAWING,B,Lect,11,17,65%,11.36,3.91,4.27,4.18,4.09,4,4.27,4.18,3.91,3.82
Fall,2016,ANDREW JOHNSON,ART,60150,2D MDA STD: DRAWING,C,Lect,11,15,73%,13.36,4.55,3.45,3.55,4.09,4.27,4.27,4.27,4.18,4.18
Fall,2016,REBECCA SLEMMONS,ART,60150,2D MDA STD: DRAWING,D,Lect,14,14,100%,12.08,4.64,4.71,4.57,4.71,4.57,4.54,4.79,4.57,4.64
Spring,2016,KRISTEN KOVAK,ART,60157,DRAWING NON-MAJORS,A,Lect,9,12,75%,12.33,5,4.33,4.67,4.56,4.56,4.67,5,4.78,4.56
Fall,2016,KRISTEN KOVAK,ART,60157,DRAWING NON-MAJORS,A,Lect,10,13,77%,11.38,4.7,4.6,4.7,4.9,4.6,4.7,4.5,4.4,4.5
Spring,2016,DEVAN SHIMOYAMA,ART,60160,2D MDA STD: IMAGING,A,Lect,7,13,54%,10.14,4.57,4.29,4.71,5,5,4.86,5,4.57,4.57
Spring,2016,ANDREW JOHNSON,ART,60160,2D MDA STD: IMAGING,B,Lect,7,15,47%,11.43,4.57,3.86,4,4.14,4.29,4,4.43,4.29,4.43
Spring,2016,ANDREW JOHNSON,ART,60160,2D MDA STD: IMAGING,C,Lect,9,15,60%,11.44,4.67,3.78,3.89,4.44,4.44,4.22,4.56,4.67,4.56
Spring,2016,ECHO EGGEBRECHT,ART,60160,2D MDA STD: IMAGING,D,Lect,4,8,50%,11,4.5,3,4,4.5,4.5,4,4,4,4.25
Fall,2016,ALEXANDER YOUNG,ART,60201,CONCEPT: SPACE&TIME,A,Lect,9,14,64%,8.67,4,4.11,3.89,4.11,4.11,4.11,4.56,4,4
Fall,2016,SUZIE SILVER,ART,60201,CONCEPT: SPACE&TIME,B,Lect,3,10,30%,8,4.33,4,2.5,3.33,4,3.33,3,3.67,3.67
Fall,2016,RICHARD PELL,ART,60202,CONCEPT: SYSTEM/PROC,A,Lect,9,13,69%,9.5,3.89,3.22,3.44,3.22,3.56,3.33,3.78,3.22,3.33
Fall,2016,MARIA ELENA VERSARI,ART,60205,MDN VS CLT 1789-1960,A,Lect,27,49,55%,5.78,3.85,3.67,3.56,3.56,3.74,3.63,4.04,3.59,3.22
Spring,2016,BENJAMIN OGRODNIK,ART,60206,CNTP VSL CLT 1960-PR,A,Lect,23,36,64%,5.17,2.87,2.61,2.57,2.26,2.78,2.78,2.65,2.39,2.48
Fall,2016,CAROLINE RECORD,ART,60210,EMS: INTERACTIVITY,A,Lect,10,10,100%,12.2,4.7,4.3,4.4,4.4,4.8,4.4,4.6,4.4,4.5
Fall,2016,PAOLO PEDERCINI,ART,60210,EMS: INTERACTIVITY,B,Lect,6,16,38%,10,3.17,3.5,3.67,3.33,3.83,3,3.83,3.5,3.33
Fall,2016,J. TOWNSEND,ART,60210,EMS: INTERACTIVITY,C,Lect,3,4,75%,12.5,5,4.67,4.67,5,5,5,5,5,4.67
Fall,2016,GOLAN LEVIN,ART,60212,COMP FOR CREATIVE PR,A,Lect,19,23,83%,16.84,4.89,4.89,4.84,4.63,4.79,4.63,4.84,4.84,4.95
Fall,2016,ALI MOMENI,ART,60223,PHYSICAL COMPUTING,A,Lect,11,14,79%,12.73,4.09,3.55,4,4.45,3.91,3.64,4.8,4.2,4.2
Spring,2016,T. ROSS MANTLE,ART,60240,UNFOLD ENVIRON,A,Lect,1,3,33%,11,5,5,5,5,5,5,5,5,5
Fall,2016,MARK PERROTT,ART,60245,PORTRAIT PHOTOGRAPHY,A,Lect,2,4,50%,8,5,5,5,5,5,5,5,5,5
Fall,2016,ECHO EGGEBRECHT,ART,60250,2D MDA STD: PAINTING,A,Lect,7,16,44%,11.43,4.57,2.43,3,4.29,4.29,3.71,4.43,3.43,3.57
Fall,2016,SUSANNE SLAVICK,ART,60250,2D MDA STD: PAINTING,B,Lect,12,17,71%,12.58,4.92,5,4.92,4.92,4.92,4.92,5,4.92,4.92
Spring,2016,LEAH MACKIN,ART,60251,2D MEDA STD:PRT MEDA,A,Lect,5,7,71%,12.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Fall,2016,IMIN YEH,ART,60251,2D MEDA STD:PRT MEDA,A,Lect,9,13,69%,13.78,4.89,4.67,4.67,4.22,4.56,4.89,4.22,4.67,4.67
Spring,2016,JON RUBIN,ART,60280,INTRO CONTEXT PRACT,A,Lect,6,11,55%,12,4.33,3.67,3.5,3.83,3.83,3.83,4,4,3.5
Spring,2016,PAOLO PEDERCINI,ART,60280,INTRO CONTEXT PRACT,B,Lect,6,10,60%,9,4.17,4.17,4.17,4.17,4.17,4,4.83,4.17,3.33
Spring,2016,LENKA CLAYTON,ART,60280,INTRO CONTEXT PRACT,C,Lect,8,12,67%,9.5,4.38,4.13,4.13,4.13,4.25,4.25,4.75,4.13,3.25
Fall,2016,SPENCER DIAZ,ART,60333,CHARACTER RIGGING,A,Lect,7,9,78%,13.71,5,4.86,4.86,4.86,5,5,5,5,5
Fall,2016,SPENCER DIAZ,ART,60333,CHARACTER RIGGING,B,Lect,4,8,50%,8.75,4.5,5,5,4.75,5,5,4.75,5,4.75
Fall,2016,MELISSA RAGONA,ART,60354,AESTHETICS DYSFUNCTN,A,Lect,5,10,50%,7.4,4.8,4,4.6,4.6,4.8,5,4.8,4.8,4.8
Spring,2016,PATRICIA MAURIDES,ART,60358,ART & BIOLOGY,A,Lect,5,6,83%,8.6,5,4.8,4.8,4.4,4.6,4.6,4.8,4.6,4.6
Fall,2016,MELISSA RAGONA,ART,60362,ART WRITER,A,Lect,12,14,86%,8.33,4.92,3.75,3.92,4.08,4.58,4.25,4.58,4.5,4.5
Spring,2016,ELAINE KING,ART,60368,PORT. AFTER WARHOL,A,Lect,2,7,29%,5,4,4.5,4.5,4,3.5,4,4.5,4,3.5
Spring,2016,LOWRY BURGESS,ART,60373,ASTHCS FRM GLBL VWPT,A,Lect,3,7,43%,5,4.33,4,4,4.33,4.33,4.33,4.33,4.33,4.33
Spring,2016,ELIZABETH GRIFFIN,ART,60376,LRG FORMT PHOTOGRPHY,A,Lect,1,2,50%,11,5,5,5,5,5,5,5,5,5
Fall,2016,ELAINE KING,ART,60388,SPECIAL TOPIC,A,Lect,3,10,30%,9,2.33,1.67,1.67,1.67,2.5,1.67,2.33,1.67,1.67
Spring,2016,LOWRY BURGESS,ART,60389,SPECIAL TOPIC,A,Lect,4,12,33%,8,5,3.25,3.5,4.5,5,5,5,4.75,4.75
Spring,2016,ELAINE KING,ART,60390,SPECIAL TOPIC,A,Lect,4,9,44%,7.25,4.25,2.25,2.5,3.5,4,3.5,3.75,3,3.5
Spring,2016,MELISSA RAGONA,ART,60391,SPECIAL TOPIC,A,Lect,7,14,50%,6.29,4.71,3.57,3.43,4.29,4.86,4.57,4.43,4.71,4.29
Spring,2016,"CARSON, J. (co-taught)",ART,60397,"ART, CONFLICT & TECH",A,Lect,3,3,100%,10,5,5,5,5,5,5,5,5,5
Spring,2016,"NOURBAKHSH, I. (co-taught)",ART,60397,"ART, CONFLICT & TECH",A,Lect,3,3,100%,10,4.33,4,4.33,4.33,4.33,4.33,4.33,4.33,4.33
Spring,2016,"KEATING-MILLER, J. (co-taught)",ART,60397,"ART, CONFLICT & TECH",A,Lect,3,3,100%,10,5,5,5,5,5,5,5,5,5
Fall,2016,"RUBIN, J. (co-taught)",ART,60401,SENIOR STUDIO,A,Lect,12,29,41%,16.33,4.5,4.33,4.75,4.5,4.5,4.42,4.75,4.58,4.58
Fall,2016,"MERRELL, C. (co-taught)",ART,60401,SENIOR STUDIO,A,Lect,12,29,41%,15.36,4.73,4.55,4.91,4.82,4.64,4.73,4.91,4.82,4.73
Fall,2016,"WASHKO, A. (co-taught)",ART,60401,SENIOR STUDIO,A,Lect,12,29,41%,15.36,4.73,4.45,4.82,4.73,4.73,4.64,4.91,4.82,4.82
Spring,2016,"BECK, K. (co-taught)",ART,60402,SENIOR STUDIO,A,Lect,3,28,11%,14,4.33,3.67,3.67,4,4,4,4.33,4,3.67
Spring,2016,"PREKOP, M. (co-taught)",ART,60402,SENIOR STUDIO,A,Lect,3,28,11%,14,4.33,3.67,3.5,4.67,4.33,4,4.33,4.67,3.67
Spring,2016,"SILVER, S. (co-taught)",ART,60402,SENIOR STUDIO,A,Lect,3,28,11%,14,4.33,4.33,4,4.67,4.67,3.67,3.67,4.33,3.67
Spring,2016,"KUMATA, C. (co-taught)",ART,60402,SENIOR STUDIO,A,Lect,3,28,11%,14,3.67,3.67,3.67,4,3.67,3.67,4,3.67,3.67
Spring,2016,KIMBERLY BECK,ART,60403,EXTENDED STUDIO,A,Lect,5,25,20%,11.6,4.2,4,4,4.4,4.4,4.6,4.6,4.2,4
Fall,2016,CLAYTON MERRELL,ART,60403,EXTENDED STUDIO,A,Lect,8,14,57%,15.38,4.88,4.75,4.63,4.75,4.75,4.75,4.75,4.88,4.75
Spring,2016,JESSE STILES,ART,60407,EXPERIMNT SND SYNTH,A,Lect,2,4,50%,11,3.5,3,3.5,2.5,3,3,4,3.5,3
Spring,2016,SUZIE SILVER,ART,60410,ADV ETB:MVNG IMG MAG,A,Lect,3,10,30%,15.33,4.67,4.67,4.33,4.67,4.67,4.33,3.67,4.67,4.33
Spring,2016,GOLAN LEVIN,ART,60412,INTRCT ART CMPTN DES,A,Lect,7,12,58%,13.29,4.86,4.86,4.57,4.71,4.29,4.43,4.57,4.71,4.86
Spring,2016,"DUESING, J. (co-taught)",ART,60414,ADV ETB ANM ART/TECH,A,Lect,4,15,27%,14,4.5,4,4.5,4.5,4.5,3.5,4.75,4.25,3.75
Spring,2016,"HODGINS, J. (co-taught)",ART,60414,ADV ETB ANM ART/TECH,A,Lect,4,15,27%,14,4.5,4,4.5,4.75,4.75,3.75,4.5,4.25,3.75
Fall,2016,JAMES DUESING,ART,60415,ADV ETB: 3D ANIMATIN,A,Lect,8,15,53%,13.63,4.63,4.75,4.75,4.75,4.75,4.75,4.88,4.75,4.88
Fall,2016,PAOLO PEDERCINI,ART,60419,EXPRMNTL GAME DESIGN,A,Lect,8,19,42%,11.5,4.5,4.5,4.5,4.5,4.5,4.38,4.63,4.5,4.38
Spring,2016,PAOLO PEDERCINI,ART,60426,ADV ETB 2D ANIMATION,A,Lect,6,18,33%,20.5,4.5,4.67,4.33,4.17,4.5,4.5,4.33,4.5,4.67
Fall,2016,ANGELA WASHKO,ART,60427,ADV ETB SPECIAL TOPC,A,Lect,6,12,50%,9.5,4.83,5,4.67,5,4.67,4.83,5,4.83,4.5
Spring,2016,ANGELA WASHKO,ART,60429,ADV ETB SPEC TOPIC,A,Lect,5,11,45%,9.8,5,4.8,4.8,4.6,5,5,5,4.6,4.6
Spring,2016,ROBERT BINGHAM,ART,60430,ADV SIS: OPN SCULPT,A,Lect,5,13,38%,13,4.6,4.2,4,4.2,4.4,4.2,4.6,4.4,4.4
Fall,2016,JOSEPH MANNINO,ART,60430,ADV SIS: OPN SCULPT,A,Lect,4,9,44%,13.25,4.75,5,4.5,4.75,4.75,4.75,4.25,4.5,4.5
Spring,2016,JOSEPH MANNINO,ART,60433,ADV SIS CLAY SCULPTR,A,Lect,8,12,67%,13.38,4.75,4.5,4.63,5,4.75,5,4.75,4.75,4.88
Fall,2016,CAROL KUMATA,ART,60434,ADV SIS MINI WORLDS,A,Lect,2,4,50%,11,4.5,5,5,5,4.5,5,5,5,5
Spring,2016,ALI MOMENI,ART,60439,ADV SIS:HYBRID INSTR,A,Lect,1,7,14%,14,5,5,5,5,5,5,5,5,5
Spring,2016,"NOURBAKHSH, I. (co-taught)",ART,60441,ADV CP/SIS: URBAN IN,A,Lect,2,5,40%,11,4.5,3,2.5,4.5,3,2.5,4,3.5,3.5
Spring,2016,"MOMENI, A. (co-taught)",ART,60441,ADV CP/SIS: URBAN IN,A,Lect,2,5,40%,11,4,2.5,2,4.5,3.5,2.5,3,3,3
Fall,2016,"SHEA, L. (co-taught)",ART,60446,EXPANDED THEATER,A,Lect,3,4,75%,10,5,3,3,4,4.67,3.67,5,4.33,4
Fall,2016,"MOMENI, A. (co-taught)",ART,60446,EXPANDED THEATER,A,Lect,3,4,75%,11,5,3,3,4.67,4.33,4.33,5,4.67,4
Spring,2016,ECHO EGGEBRECHT,ART,60450,ADV DP3 DRAWING,A,Lect,3,7,43%,14,4.67,3,3.33,4,3.33,2.67,4.33,4.5,3.67
Fall,2016,DEVAN SHIMOYAMA,ART,60451,ADV DP3 FIGURATION,A,Lect,5,18,28%,12.4,4.6,4.8,5,5,4.8,4.8,5,5,4.8
Spring,2016,CLAYTON MERRELL,ART,60452,ADV DP3: COLOR,A,Lect,5,15,33%,12.2,5,5,5,4.6,5,4.8,4.8,4.8,4.8
Spring,2016,SUSANNE SLAVICK,ART,60453,ADV DP3 PAINTING,A,Lect,8,17,47%,13.63,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88,4.88
Fall,2016,MARTIN PREKOP,ART,60453,ADV DP3 PAINTING,A,Lect,4,8,50%,11.75,4.5,4,4,4.5,4.75,4.5,4.25,4.5,4.5
Spring,2016,DEVAN SHIMOYAMA,ART,60460,ADV DP3 PAINT/PRINT,A,Lect,7,13,54%,14.5,4.43,4.43,4.29,4.71,4.43,4.43,4.71,4.43,4.29
Fall,2016,KIMBERLY BECK,ART,60473,ADV DP3 SP TOPIC,A,Lect,6,10,60%,11,4,3.17,3.17,3.83,3.83,2.83,4.5,3.33,3.5
Fall,2016,ANDREW JOHNSON,ART,60474,ADVD DP3:SPECL TOPCS,A,Lect,5,15,33%,10.4,4.4,3,2.6,3.4,4,3.6,3.8,3.4,3.2
Fall,2016,IMIN YEH,ART,60475,ADV DP3: PRINT MEDIA,A,Lect,5,8,62%,11,4,4,4.2,4.2,4.4,3.8,4.2,4.4,4.6
Fall,2016,RICHARD PELL,ART,60484,ADVANCED CP: SP. TP.,A,Lect,4,9,44%,11,5,4,4.75,4.75,5,4.75,5,5,5
Spring,2016,JON RUBIN,ART,60487,CP: THE AMATEUR,A,Lect,3,6,50%,14.33,4.33,4.67,4.33,4.67,4.33,4.33,4.33,4.33,4.67
Fall,2016,SUZIE SILVER,ART,60494,CP/ETB: POP CABARET,A,Lect,6,14,43%,11,3.83,3,3.33,3.17,4,3.5,3.33,3.17,3.5
Fall,2016,SCOTT ANDREW,ART,60496,ACTIVATED ANAMORPHS,A,Lect,2,3,67%,11,5,5,5,5,5,5,5,5,5
Spring,2016,MELISSA RAGONA,ART,60701,MFA ACADEMIC SEMINAR,A,Lect,6,6,100%,9.8,4.83,4.33,4.5,4.5,4.67,4.67,4.67,4.5,4.5
Fall,2016,JON RUBIN,ART,60706,MFA CONTEXTUAL PRACT,A,Lect,1,7,14%,8,4,4,4,4,4,4,5,4,4
Spring,2016,SARAH ELDRIDGE,ART,60711,MFA THESIS WRITING,A,Lect,2,5,40%,9.5,4.5,3.5,4,4.5,4,4,4,4.5,3.5
Spring,2016,GOLAN LEVIN,ART,60712,INTRCT ART CMPTN DES,A,Lect,3,4,75%,14,5,4.67,4.67,4.67,4.67,4,4.67,5,4.33
Spring,2016,"NOURBAKHSH, I. (co-taught)",ART,60741,URBAN INTERVENTION,A,Lect,2,2,100%,9.5,4.5,4,4,5,4.5,4.5,4.5,4.5,4.5
