Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2016,BENJAMIN REILLY,HIS,79367,DISASTROUS ENCOUNTER,W,Lect,15,23,65%,8.93,4.93,4.87,4.93,4.87,4.93,5,4.93,4.93,4.87
Spring,2016,VAGEL KELLER,HIS,79369,DIS FLOODS/HURRICANE,A4,Lect,15,27,56%,5.4,4,4.2,3.87,3.47,3.67,3.87,4.53,3.73,3.53
Fall,2016,VAGEL KELLER,HIS,79370,DISAST EPIDEMIC/FIRE,A2,Lect,14,24,58%,8,4.5,4.5,4.43,4.29,4.36,4.29,4.57,4.21,4.21
Spring,2016,JOE TROTTER,HIS,79371,AFRN AMRCN URBN HSTY,A,Lect,9,14,64%,8,4.89,4.44,4.67,4.56,4.75,4.38,4.88,4.5,4.5
Spring,2016,JOHN SOLURI,HIS,79377,FOOD: HISTORY EATING,A,Lect,12,24,50%,6.75,4.67,4.75,4.75,4.67,4.67,4.58,4.92,4.58,4.42
Fall,2016,NAUM KATS,HIS,79395,ARTS IN PITTSBURGH,A,Lect,16,25,64%,5.6,4.75,4.69,4.75,4.63,4.69,4.75,4.94,4.81,4.81
Fall,2016,NAUM KATS,HIS,79395,ARTS IN PITTSBURGH,B,Lect,16,22,73%,5.94,4.69,3.94,4.44,4.19,4.56,4.31,4.88,4.44,4.94
Spring,2016,NAUM KATS,HIS,79396,MUSIC & SOCIETY CNTY,A,Lect,18,34,53%,6.76,4.44,4.33,4.39,4.33,4.44,4.44,4.61,4.5,4.56
Spring,2016,EMANUELA GRAMA,HIS,79400,ADV SEM GLOBL STUDES,A,Lect,9,13,69%,9.33,4.22,4,4.11,4.11,4.33,4,4.44,4,4
Fall,2016,STEVEN SCHLOSSMAN,HIS,79420,HIS RESEARCH SMNR,A,Lect,3,8,38%,10,5,5,5,5,5,5,5,4.67,4.67
Spring,2016,CHARLENE CASTELLANO,HIS,79427,RUSSIAS DEMONS,A,Lect,1,4,25%,8,5,5,5,5,5,5,5,5,5
Fall,2016,"TORELLO, F. (co-taught)",HIS,79437,CRCB MOD VIENNA 1900,A,Lect,4,5,80%,8.75,4.25,3.25,2.25,3.5,3.25,3,4.5,3,3
Fall,2016,"MAIER, G. (co-taught)",HIS,79437,CRCB MOD VIENNA 1900,A,Lect,4,5,80%,8.75,4.5,3.75,2.75,4,3,3,4.5,3.25,2.75
Fall,2016,DANIELLE WENNER,HIS,79449,EHPP PROJECT COURSE,A,Lect,2,4,50%,19,3.5,1.5,3,1,4.5,2,3.5,2,2.5
Fall,2016,EMANUELA GRAMA,HIS,79700,METHD & THRY HIS STU,A,Lect,3,3,100%,14,4.33,3.33,3.33,4,4.67,4,3.67,4,3.67
Spring,2016,KATHERINE LYNCH,HIS,79701,GRAD RESEARCH SEM I,A,Lect,3,3,100%,13.33,4.33,4.33,4,4,4.33,4,4.33,4,4
Fall,2016,KATHERINE LYNCH,HIS,79702,GRAD RESRCH SEMNR II,A,Lect,2,3,67%,12.5,3,3,3,3.5,2.5,3,3,3,3.5
Fall,2016,LISA TETRAULT,HIS,79704,PROSEMINAR US HISTRY,A,Lect,4,6,67%,11,4,3.75,4.25,4,4.5,4.5,4,4.25,4
Spring,2016,RICKY LAW,HIS,79705,SEMINAR IN INSTRCTN,A3,Lect,2,3,67%,5,3.5,4,3.5,3.5,3.5,3.5,4,3.5,3
Spring,2016,WENDY GOLDMAN,HIS,79722,WAR GENDER FMLY WMN,A,Lect,6,6,100%,12.5,5,5,5,5,5,5,5,5,5
Fall,2016,Edda FIELDS-BLACK,HIS,79731,TOPICS IN HSTY AF DP,A,Lect,3,3,100%,13.33,3.67,2.67,3.33,3.67,3.67,3.67,4.33,4,3.67
Fall,2016,JENNIFER KEATING-MILLER,HSS,66202,DC CAREER SEMINAR,A2,Lect,11,20,55%,3.64,4.82,4.73,4.64,4.27,4.91,4.73,4.91,4.73,4.73
Spring,2016,JOLANTA LION,HSS,66204,FILM FESTIVAL,A,Lect,1,4,25%,8,3,3,3,3,2,2,3,3,3
Fall,2016,"COOPER, K. (co-taught)",HSS,66221,TOPICS OF LAW,A,Lect,42,102,41%,4.38,4.17,4.33,4.33,4.1,4.26,4.24,4.45,4.17,4.2
Fall,2016,"THOMAS, J. (co-taught)",HSS,66221,TOPICS OF LAW,A,Lect,42,102,41%,4.28,4.36,4.4,4.38,4.24,4.4,4.36,4.48,4.36,4.21
Summer,2016,KATHRYN COOPER,HSS,66221,TOPICS OF LAW,S,Lect,2,9,22%,3.5,5,5,5,4,5,5,5,5,5
Fall,2016,GEOFFREY MCGOVERN,IPS,84104,DEC PROC AMER POL IN,A,Lect,39,60,65%,8.49,4.79,4.59,4.72,4.18,4.82,4.72,4.87,4.62,4.62
Spring,2016,ANDREW BAUSCH,IPS,84124,FR SEM: DEMOCR & WAR,A,Lect,13,14,93%,8.46,4.08,4.08,4,3.77,3.92,3.92,4.31,3.77,3.54
Fall,2016,ANDREW BAUSCH,IPS,84265,POL SCI RSRCH MTHD,A,Lect,16,16,100%,7.25,3.25,3.81,3.5,3.19,3.5,3.25,3.69,3.19,3
Spring,2016,COLIN CLARKE,IPS,84275,COMPARATIVE POLITICS,A,Lect,25,32,78%,7.25,4.68,4.16,4.12,3.88,4.6,4.56,4.52,4.48,4.28
Spring,2016,KAZUTO OHTSUKI,IPS,84320,DOM POL & INTL AFFRS,A,Lect,9,20,45%,5.33,4.56,4.33,4.33,4.33,4.56,4.67,4.78,4.38,4
Spring,2016,ANDREW BAUSCH,IPS,84321,AUTOCRATS & DEMOCRTS,A,Lect,3,4,75%,10,4.67,5,4.67,4.67,5,5,5,4.67,4.67
Fall,2016,MARTHA DUNIGAN,IPS,84326,THEORIES INTL RELTNS,A,Lect,22,34,65%,7.05,4.14,4.64,4.77,3.95,4.36,4.45,4.86,4.27,4.23
Spring,2016,KENYA DWORKIN,IPS,84360,WSP: INTERNSHIP SEM,A,Lect,8,10,80%,5.75,4.38,2.5,2.88,3,3,2.88,4.38,2.75,2
Fall,2016,Joseph Devine,IPS,84360,WSP INTERNSHIP SEM,A,Lect,5,10,50%,2,5,5,4.6,4.8,4.8,4.4,5,4.8,4.2
Fall,2016,JOHN CHIN,IPS,84362,DIPLOMCY & STATECRFT,A,Lect,15,19,79%,8.6,4.73,4.67,4.6,4.8,4.8,4.53,4.87,4.67,4.4
Fall,2016,DOV LEVIN,IPS,84366,PRESIDENT POLITICS,A,Lect,11,17,65%,5.6,4.55,4.91,4.82,3.91,4.45,4.55,4.82,4.45,4.45
Fall,2016,COLIN CLARKE,IPS,84380,GRAND STRATEGY IN US,A,Lect,16,25,64%,6.88,4.63,4.5,4.69,4.44,4.81,4.63,4.44,4.56,4.5
Spring,2016,MARTHA DUNIGAN,IPS,84386,PRIVITAZTN OF FORCE,A,Lect,5,7,71%,9.8,5,5,5,4.8,4.6,5,5,5,4.4
Spring,2016,CHAD SERENA,IPS,84388,CONCEPTS CYBER WAR,A,Lect,12,16,75%,6,4.67,4.67,4.5,4.58,4.75,4.75,5,4.42,4.33
Fall,2016,CHAD SERENA,IPS,84388,CONCEPTS CYBER WAR,A2,Lect,9,10,90%,4.33,4.22,4.89,4.89,4.11,4.63,4.44,4.89,4.44,4.33
Spring,2016,ANNA PECHENKINA,IPS,84389,TERRORSM & INSURGNCY,A,Lect,11,16,69%,7.18,4.91,4.64,4.9,4.45,4.91,4.5,4.91,4.82,4.82
Spring,2016,GEOFFREY MCGOVERN,IPS,84402,JUDCL POLTC & BEHVR,A,Lect,3,6,50%,9,5,5,5,5,5,5,5,5,5
Spring,2016,ANNA PECHENKINA,IPS,84414,INTL SUBNTL SECURITY,A,Lect,8,12,67%,8.38,4.71,4.88,4.63,4.63,4.86,5,5,4.88,4.88
Fall,2016,ADAM GARFINKLE,IPS,84450,POLICY FORUM,A2,Lect,5,10,50%,3.8,1.6,2.2,2.8,1.2,2.4,2.4,1.6,1.4,1.8
Spring,2016,THOMAS KARAKO,IPS,84450,IRP CAPSTN PLY FORUM,A3,Lect,8,10,80%,7.63,4.75,4.63,4.5,3.75,4.75,4.25,5,4.63,4.63
Spring,2016,KIRON SKINNER,IPS,84450,IRP CAPSTN PLY FORUM,A4,Lect,9,10,90%,8,4.56,4.67,4.78,3.78,4.67,4.22,4.67,4.56,4.67
Spring,2016,ANNA PECHENKINA,IPS,84614,INTL SUBNTL SECURITY,A,Lect,2,2,100%,9.5,4.5,4.5,4.5,4,4.5,4.5,4.5,4,3.5
Fall,2016,JOHN CHIN,IPS,84662,DIPLOMCY & STATECRFT,A,Lect,1,2,50%,14,5,4,5,5,5,5,5,5,5
Fall,2016,COLIN CLARKE,IPS,84680,GRAND STATEGY IN US,A,Lect,1,3,33%,5,5,5,5,5,5,5,5,5,5
Spring,2016,CHAD SERENA,IPS,84688,CONCEPTS CYBER WAR,A,Lect,2,3,67%,5,5,5,4,5,5,5,5,4.5,5
Fall,2016,CHAD SERENA,IPS,84688,CONCEPTS CYBER WAR,A2,Lect,16,21,76%,5.38,4.19,4.06,4.19,4.44,4.47,3.69,4.81,3.88,3.94
Spring,2016,ANNA PECHENKINA,IPS,84689,TERRORISM & INSRGNCY,A,Lect,3,4,75%,10,4.33,5,4.67,4.67,4.67,5,4.33,4,4.33
Fall,2016,IGNACIO ARANA,IPS,84722,COMP POLITICAL INST,A,Lect,6,6,100%,9,4.5,4.17,4.17,4.17,4.67,4.33,4.33,4.17,4.33
Fall,2016,KIRON SKINNER,IPS,84736,SOC SCI NAT SECURITY,A2,Lect,9,9,100%,8,4.33,4,4,4.11,4.67,4.22,4.11,4.22,4.33
Fall,2016,"LIGINLAL, D. (co-taught)",ISH,67102,CONCEPTS OF INFO SYS,W,Lect,13,14,93%,9.54,4.69,4.92,4.92,4.77,4.69,4.69,5,4.62,4.54
Fall,2016,"PHELPS, D. (co-taught)",ISH,67102,CONCEPTS OF INFO SYS,W,Lect,13,14,93%,8,4.69,4.62,4.62,4.69,4.62,4.69,5,4.85,4.54
Spring,2016,JOSEPH SCOTT,ISH,67211,INTRO BUS SYS PRGM,A,Lect,3,5,60%,5,4.33,4.67,4.67,4.67,4.67,4.67,5,4.33,4.33
Spring,2016,JERIA MCKNIGHT,ISH,67250,INFO SYSTEMS MILIEUX,A,Lect,27,51,53%,8.22,4.59,4.33,4.44,4.33,4.67,4.41,4.74,4.44,4.33
Spring,2016,CHADI AOUN,ISH,67250,INFO SYSTEMS MILIEUX,W,Lect,16,32,50%,8,4.81,4.75,4.69,4.69,4.75,4.81,4.94,4.63,4.69
Fall,2016,RAJA SOORIAMURTHI,ISH,67262,DTABASE DSGN/DEV,A,Lect,35,63,56%,7.57,4.23,3,3.09,3.23,4.06,3.18,4.65,3,3
Fall,2016,ANIS CHARFI,ISH,67262,DTABASE DSGN/DEV,W,Lect,21,29,72%,10.55,4.52,3.95,3.81,4,4.43,4.05,4.71,3.81,3.71
Fall,2016,ALEXANDER CHEEK,ISH,67265,DESIGN FUNDAMENTAL I,W,Lect,18,29,62%,7.5,4.56,4.59,4.65,4.59,4.59,4.65,4.76,4.65,4.59
Spring,2016,CLARENCE HEIMANN,ISH,67272,APPLCTN DESGN & DEV,1,Lect,10,33,30%,15,4.7,4.5,4.5,4.6,4.8,4.6,4.7,4.5,4.5
Spring,2016,CLARENCE HEIMANN,ISH,67272,APPLCTN DESGN & DEV,2,Lect,11,21,52%,14.45,4.45,4.36,4.55,4.18,4.5,4.18,4.27,4.36,4.45
Spring,2016,DANIEL PHELPS,ISH,67272,APPLCTN DESGN & DEV,W,Lect,9,12,75%,10.63,5,4.89,5,4.67,4.89,4.78,5,4.78,5
Fall,2016,DANIEL PHELPS,ISH,67272,APPLCTN DESGN & DEV,W,Lect,4,5,80%,12.75,5,5,5,4.5,5,5,5,5,5
Spring,2016,DANIEL PHELPS,ISH,67272,APPLCTN DESGN & DEV,X,Lect,9,13,69%,9.67,4.78,4.67,4.78,4.11,4.67,4.67,4.89,4.33,4.22
Fall,2016,RANDY WEINBERG,ISH,67279,INTRO TO GEO IS,A2,Lect,7,15,47%,7.57,4.57,4.29,4.29,3.86,4,3.86,4.57,4.17,4
Spring,2016,DON TAYLOR,ISH,67308,HEALTH CARE IS,A,Lect,4,7,57%,5,3.5,3,3.25,2.25,3.75,3.25,4.5,3.5,3.25
Spring,2016,JUIMING TSAI,ISH,67312,STR INFO SYS MGMT,W,Lect,4,5,80%,8,4.75,4.75,4.75,4.5,4.75,4.75,4.75,4.75,4.75
Spring,2016,DIVAKARAN LIGINLAL,ISH,67317,MBL WB DVL USBY TSTG,A,Lect,13,16,81%,7.08,4.54,4.08,4.08,4.15,4.31,4.17,4.69,4,3.62
Spring,2016,ANIS CHARFI,ISH,67318,BUS PROC MDLNG IMPLM,W,Lect,7,7,100%,8.86,4.57,4.14,4.14,4.43,4.43,4.14,5,4,4.29
Spring,2016,JERIA MCKNIGHT,ISH,67321,SOCIAL INFORMATICS,A4,Lect,11,27,41%,5,4.91,4.91,4.91,4.91,4.91,4.91,4.91,5,4.91
Spring,2016,JUIMING TSAI,ISH,67323,ENTPRS SYS CONCP PRC,W,Lect,7,9,78%,8,4.71,5,4.86,4.86,5,5,5,4.71,4.71
Fall,2016,DON TAYLOR,ISH,67324,ACLRTNG INNOV/ENTREP,A,Lect,20,32,62%,5.15,4.6,4.75,4.7,4.65,4.55,4.7,4.85,4.55,4.6
Fall,2016,CLARENCE HEIMANN,ISH,67327,WEB APPLCTN SECURITY,A1,Lect,22,48,46%,4.73,4.77,4.59,4.64,4.14,4.86,4.55,4.82,4.64,4.45
Fall,2016,JOSEPH MERTZ,ISH,67328,BLDG DISTRIBUTD APPS,A,Lect,9,19,47%,9.13,4.22,4.11,4.44,3.44,4.33,4.22,4.63,4,3.89
Fall,2016,JUIMING TSAI,ISH,67352,ELECTRONIC BUSINESS,W,Lect,10,14,71%,9,4.7,4.8,4.8,4.8,4.8,4.7,4.9,4.6,4.7
Spring,2016,RANDY WEINBERG,ISH,67353,IT & ENVIRON SUSTAIN,A3,Lect,13,24,54%,6.75,4.38,4.31,3.92,4.23,4.54,3.77,4.77,4.08,4
Fall,2016,CHADI AOUN,ISH,67354,INFO SYSTM & STNBLTY,W,Lect,8,12,67%,8.75,4.86,5,5,4.86,4.71,4.71,4.86,4.71,4.29
Spring,2016,ALEXANDER CHEEK,ISH,67356,DSGN BEHAVIORAL CHNG,W,Lect,11,20,55%,8.55,4.91,4.91,4.91,4.91,5,4.82,5,5,4.73
Fall,2016,DIVAKARAN LIGINLAL,ISH,67357,HLTHCR ANLTC & BG DT,W,Lect,17,18,94%,9.41,5,5,4.94,5,5,4.94,5,4.88,5
Spring,2016,ALEXANDER CHEEK,ISH,67359,DESIGN FNDMTLS II,W,Lect,12,24,50%,9.75,4.92,4.92,4.67,5,4.83,4.83,5,4.92,4.92
Spring,2016,RAJA SOORIAMURTHI,ISH,67364,PRACTICAL DATA SCI,A,Lect,18,22,82%,6.76,4.89,4.5,4.44,4.28,4.83,4.5,4.83,4.5,4.39
Spring,2016,"HEIMANN, C. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,22,47,47%,13.11,4.81,4.75,4.88,4.63,4.81,4.75,4.81,4.75,4.75
Spring,2016,"SOORIAMURTHI, R. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,22,47,47%,12.81,4.29,4.15,4.29,4,4.23,4.08,4.23,4.15,4.38
Spring,2016,"MCKNIGHT, J. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,22,47,47%,13.15,4.58,4.67,4.67,4.58,4.58,4.75,4.75,4.58,4.58
Spring,2016,"MERTZ, J. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,22,47,47%,13.46,3.9,4,3.9,3.5,3.9,4.1,4.1,3.9,4.1
Spring,2016,"LIGINLAL, D. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,A,Lect,22,47,47%,13.46,4,4,4.09,4.09,4.09,4.09,4.09,4,4.27
Spring,2016,"LIMAM MANSAR, S. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,W,Lect,20,28,71%,20.53,3.79,3.95,4.11,3.63,4.11,4.11,4.21,4.16,3.11
Spring,2016,"AOUN, C. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,W,Lect,20,28,71%,18.65,4.15,4.1,4,4.15,4.1,4.3,4.5,4.2,3.35
Spring,2016,"CHARFI, A. (co-taught)",ISH,67373,SFTWR DEVLPMNT PROJ,W,Lect,20,28,71%,21.61,3.74,3.68,3.79,3.68,3.89,3.84,4.26,3.89,2.89
Fall,2016,CHADI AOUN,ISH,67379,PRINCIPLES OF GIS,W,Lect,9,13,69%,10.38,5,4.89,5,4.89,5,5,5,4.89,4.67
Fall,2016,ALEXANDER CHEEK,ISH,67381,THE DESIGNED WORLD,W,Lect,19,28,68%,8.83,4.79,4.95,4.95,4.79,5,4.95,5,4.84,4.79
Fall,2016,CLARENCE HEIMANN,ISH,67442,IOS ENGINEERING,A,Lect,21,43,49%,10.14,4.76,4.38,4.33,4.05,4.38,4.05,4.81,4.29,4.05
Fall,2016,"WEINBERG, R. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,A,Lect,9,26,35%,11.11,3.67,3.44,3.22,3.56,3.67,3.44,4,3.67,3.25
Fall,2016,"HEIMANN, C. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,A,Lect,9,26,35%,10.33,4.22,3.89,3.78,4.22,4.22,4,4.44,4.33,3.67
Fall,2016,"SOORIAMURTHI, R. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,A,Lect,9,26,35%,11.5,4.11,3.78,3.67,4,4,4,4.44,4,3.56
Fall,2016,"TAYLOR, D. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,A,Lect,9,26,35%,11.5,3.56,3.56,3.22,3.56,3.67,3.67,3.67,3.44,3.38
Fall,2016,"MOUSSAWI, S. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,A,Lect,9,26,35%,11.13,4.22,3.78,3.78,4.11,4.11,4,4.33,4.11,3.67
Fall,2016,"WEINBERG, R. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,B,Lect,4,14,29%,11,3.75,3,3.5,4,3.5,3.25,4,3.5,2.5
Fall,2016,"HEIMANN, C. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,B,Lect,4,14,29%,11,4.5,4.25,4.25,4.5,4.25,4,4.75,4.5,3
Fall,2016,"SOORIAMURTHI, R. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,B,Lect,4,14,29%,11,3.5,3.25,3.25,3.5,3.5,3.25,4,3.5,2.5
Fall,2016,"TAYLOR, D. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,B,Lect,4,14,29%,11,4,3.75,4.25,4,4.25,4.25,4.5,4,2.75
Fall,2016,"MOUSSAWI, S. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,B,Lect,4,14,29%,11,5,4.25,4.25,5,4,4.25,4.75,4.5,3
Fall,2016,"WEINBERG, R. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,C,Lect,3,9,33%,12,3.67,2.67,3,3.67,3.67,3,5,3.33,3
Fall,2016,"HEIMANN, C. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,C,Lect,3,9,33%,12,3.5,3.5,3.5,3.5,3.33,3.67,5,4,2.67
Fall,2016,"SOORIAMURTHI, R. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,C,Lect,3,9,33%,12,3.5,3,3,3,3,3,5,3.33,2.67
Fall,2016,"TAYLOR, D. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,C,Lect,3,9,33%,12,3.33,3,3,3.33,3.33,3,4,3.33,3
Fall,2016,"MOUSSAWI, S. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,C,Lect,3,9,33%,12.5,4,4,4,4,4,4,5,4,4
Summer,2016,DIVAKARAN LIGINLAL,ISH,67475,INNOV IN INFO SYSTEM,W,Lect,1,4,25%,24,5,5,5,5,5,5,5,5,5
Fall,2016,"LIMAM MANSAR, S. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,W,Lect,19,27,70%,16.11,4.05,3.95,4.42,3.68,4.16,3.84,4.21,3.95,3.58
Fall,2016,"TSAI, J. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,W,Lect,19,27,70%,16.06,3.84,3.58,4,3.53,3.89,3.74,4,3.79,3.63
Fall,2016,"CHARFI, A. (co-taught)",ISH,67475,INNOV IN INFO SYSTEM,W,Lect,19,27,70%,16.06,4.26,4,4.11,4.32,4.28,4.05,4.47,4.16,3.58
Spring,2016,ESTER HOOGSTADEN,ML,82101,ELEMENTARY FRENCH I,A,Lect,9,13,69%,8.67,5,5,5,5,4.88,5,5,5,5
Fall,2016,GERDINE ULYSSE,ML,82101,ELEMENTARY FRENCH I,A,Lect,8,9,89%,9.88,4.75,4.63,4.75,4.75,4.75,4.75,4.75,4.75,4.75
Fall,2016,ESTER HOOGSTADEN,ML,82101,ELEMENTARY FRENCH I,B,Lect,9,12,75%,7.67,4.78,4.89,4.78,4.89,4.67,4.78,4.89,4.78,4.67
Summer,2016,REMI VAN COMPERNOLLE,ML,82101,ELEMENTARY FRENCH I,S,Lect,2,2,100%,17,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Spring,2016,ESTER HOOGSTADEN,ML,82102,ELEMENTARY FRENCH II,A,Lect,6,6,100%,8,4.83,4.5,4.67,4.83,4.67,4.83,4.83,4.83,4.83
Spring,2016,BONNIE YOUNGS,ML,82102,ELEMENTARY FRENCH II,B,Lect,7,9,78%,9.71,5,4.86,4.71,4.71,5,4.43,4.43,4.86,4.86
Summer,2016,MICHAEL WEST,ML,82102,ELEMENTARY FRENCH II,U,Lect,2,2,100%,9.5,4,4,4,4,4,4,4,4,4
Spring,2016,ANNE-MARIE GANSTER,ML,82103,ELEM FRENCH I ONLINE,A,Lect,4,11,36%,7.25,5,4.75,5,5,4.5,5,5,5,5
Fall,2016,SEBASTIEN DUBREIL,ML,82103,ELEM FRENCH I ONLINE,A,Lect,11,17,65%,9.91,5,4.73,4.91,5,5,4.91,5,5,4.82
Spring,2016,CHRISTOPHER JONES,ML,82104,ELEM FRNCH II ONLINE,A,Lect,2,4,50%,17.5,5,5,5,5,5,5,5,5,4
Fall,2016,MICHAEL WEST,ML,82104,ELEM FRNCH II ONLINE,A,Lect,2,7,29%,6.5,4.5,3.5,4.5,5,5,5,5,4.5,5
Fall,2016,NEVINE ABRAHAM,ML,82111,ELEMENTARY ARABIC I,B,Lect,3,6,50%,9,5,5,5,4.67,5,5,5,5,4.67
Spring,2016,KHALED AL MASAEED,ML,82112,ELEMENTARY ARABIC II,A,Lect,3,7,43%,9,5,3.67,4.33,4.33,4.33,4.33,5,5,4.5
Spring,2016,NEVINE ABRAHAM,ML,82112,ELEMENTARY ARABIC II,B,Lect,4,7,57%,11,5,5,5,5,5,5,5,5,5
Fall,2016,NEVINE ABRAHAM,ML,82114,ARBC GLBL EXCHNG ONL,A1,Lect,2,5,40%,5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Summer,2016,NEVINE ABRAHAM,ML,82114,ARBC GLBL EXCHNG ONL,U,Lect,2,2,100%,5,5,5,5,5,5,5,5,5,5
Fall,2016,NEVINE ABRAHAM,ML,82115,BGNG ARBC ORAL COMM,A2,Lect,7,17,41%,4.14,5,4.57,4.86,4.71,5,5,5,4.86,4.86
Spring,2016,NEVINE ABRAHAM,ML,82115,BGNG ARBC ORAL COMM,A4,Lect,7,15,47%,5,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71
Summer,2016,NEVINE ABRAHAM,ML,82115,BGNG ARBC ORAL COMM,U,Lect,2,2,100%,5,5,5,5,5,5,5,5,5,5
Fall,2016,KHALED AL MASAEED,ML,82117,ARABIC COV & DIALECT,A1,Lect,3,3,100%,4,5,5,4.67,4.33,5,5,5,5,5
Fall,2016,KHALED AL MASAEED,ML,82118,ARABIC CON/DIALCT II,A2,Lect,2,3,67%,5,5,5,5,5,5,5,5,5,5
Spring,2016,CHRISTIAN HALLSTEIN,ML,82121,ELEMENTARY GERMAN I,A,Lect,9,14,64%,6.67,5,5,4.89,4.89,4.89,5,5,5,4.89
Fall,2016,MARTINA WELLS,ML,82121,ELEMENTARY GERMAN I,A,Lect,11,20,55%,8.55,5,4.82,4.91,4.91,4.64,5,5,5,5
Fall,2016,MARTINA WELLS,ML,82121,ELEMENTARY GERMAN I,B,Lect,13,25,52%,7.54,5,4.92,4.92,4.38,4.62,4.69,5,4.77,4.54
Spring,2016,MARTINA WELLS,ML,82122,ELEMENTARY GERMAN II,A,Lect,11,18,61%,7.18,4.82,4.91,4.82,4.64,4.55,4.55,5,4.73,4.73
Fall,2016,ULRIKE MALANDRO,ML,82122,ELEMENTARY GERMAN II,A,Lect,3,3,100%,8,5,5,5,5,5,5,5,5,5
Spring,2016,MARTINA WELLS,ML,82122,ELEMENTARY GERMAN II,B,Lect,2,9,22%,9.5,4,5,4.5,5,4.5,5,5,4.5,5
Spring,2016,FRANK DOLCE,ML,82131,ELEM CHINESE I,A,Lect,7,7,100%,8.43,4.86,3.86,4.14,4.29,4.57,4.14,4.57,4.43,4.29
Fall,2016,GANG LIU,ML,82131,ELEM CHINESE I,A,Lect,7,10,70%,6.71,5,5,5,4.86,5,5,5,5,5
Spring,2016,QIONG LI,ML,82131,ELEM CHINESE I,B,Lect,12,13,92%,8.25,5,4.83,4.75,4.83,4.58,4.83,4.92,4.83,4.92
Fall,2016,GANG LIU,ML,82131,ELEM CHINESE I,B,Lect,2,8,25%,9.5,5,5,5,5,5,5,5,5,5
Spring,2016,SETH WIENER,ML,82131,ELEM CHINESE I,C,Lect,12,13,92%,11.67,4.92,4.83,5,5,5,5,5,5,5
Fall,2016,XIAOFEI TANG,ML,82131,ELEM CHINESE I,C,Lect,4,8,50%,8,4.75,4.75,5,5,5,5,5,5,5
Fall,2016,SETH WIENER,ML,82131,ELEM CHINESE I,E,Lect,6,10,60%,10.17,4.83,4.83,4.83,4.83,4.83,5,5,4.83,4.83
Summer,2016,SETH WIENER,ML,82131,ELEM CHINESE I,S,Lect,2,2,100%,9.5,5,4.5,5,5,5,5,5,5,4.5
Summer,2016,GANG LIU,ML,82131,ELEM CHINESE I,U,Lect,1,2,50%,17,5,5,5,5,5,5,5,5,5
Summer,2016,TIANXUE YAO,ML,82131,ELEM CHINESE I,W,Lect,7,9,78%,16.43,4.86,4.57,4.86,5,5,4.86,5,5,4.86
Fall,2016,FRANK DOLCE,ML,82132,ELEM CHINESE II,A,Lect,3,5,60%,9,5,4.67,4,4.67,5,4.67,4.67,4.33,4.33
Spring,2016,YUEMING YU,ML,82132,ELEM CHINESE II,B,Lect,5,6,83%,8,4.8,4.4,5,4.6,5,4.8,4.2,4.8,4.8
Fall,2016,TIANYU QIN,ML,82132,ELEM CHINESE II,B,Lect,5,6,83%,8.6,5,5,5,5,5,5,5,5,5
Spring,2016,YUEMING YU,ML,82132,ELEM CHINESE II,C,Lect,7,7,100%,9,4.86,4.71,4.71,5,5,5,4.71,5,5
Fall,2016,YUEMING YU,ML,82132,ELEM CHINESE II,C,Lect,6,6,100%,9.5,4.33,3.67,3.83,4.4,4.17,4,3.67,3.83,3.83
